,,Year,Value,Symbol
Number of people undernourished (3-year average),Trinidad and Tobago,2002,100.0,X
Number of people undernourished (3-year average),Trinidad and Tobago,2007,100.0,X
Number of people undernourished (3-year average),Trinidad and Tobago,2012,100.0,X
Number of people undernourished (3-year average),Trinidad and Tobago,2017,100.0,I
Number of people undernourished (3-year average),Trinidad and Tobago,2018,100.0,I
Prevalence of undernourishment (3-year average),Trinidad and Tobago,1997,15.3,X
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,1997,92.8,X
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,2002,93.6,X
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,2007,94.5,X
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,2012,95.1,X
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,2017,95.1,I
Total population with access to safe drinking-water (JMP),Trinidad and Tobago,2018,95.1,I
Number of people undernourished (3-year average),Tunisia,2002,400.0,X
Number of people undernourished (3-year average),Tunisia,2007,400.0,X
Number of people undernourished (3-year average),Tunisia,2012,400.0,X
Number of people undernourished (3-year average),Tunisia,2017,500.0,X
Number of people undernourished (3-year average),Tunisia,2018,500.0,X
Prevalence of undernourishment (3-year average),Tunisia,2002,4.4,X
Prevalence of undernourishment (3-year average),Tunisia,2007,4.3,X
Prevalence of undernourishment (3-year average),Tunisia,2012,3.3,X
Prevalence of undernourishment (3-year average),Tunisia,2017,4.3,X
Prevalence of undernourishment (3-year average),Tunisia,2018,4.3,X
Total population with access to safe drinking-water (JMP),Tunisia,1997,87.9,X
Total population with access to safe drinking-water (JMP),Tunisia,2002,91.1,X
Total population with access to safe drinking-water (JMP),Tunisia,2007,94.1,X
Total population with access to safe drinking-water (JMP),Tunisia,2012,96.9,X
Total population with access to safe drinking-water (JMP),Tunisia,2017,97.7,I
Total population with access to safe drinking-water (JMP),Tunisia,2018,97.7,I
Total population with access to safe drinking-water (JMP),Turkey,1997,90.6,X
Total population with access to safe drinking-water (JMP),Turkey,2002,93.8,X
Total population with access to safe drinking-water (JMP),Turkey,2007,96.9,X
Total population with access to safe drinking-water (JMP),Turkey,2012,99.5,X
Total population with access to safe drinking-water (JMP),Turkey,2017,100.0,I
Total population with access to safe drinking-water (JMP),Turkey,2018,100.0,I
Number of people undernourished (3-year average),Turkmenistan,1997,400.0,X
Number of people undernourished (3-year average),Turkmenistan,2002,300.0,X
Number of people undernourished (3-year average),Turkmenistan,2007,200.0,X
Number of people undernourished (3-year average),Turkmenistan,2017,200.0,X
Number of people undernourished (3-year average),Turkmenistan,2018,200.0,X
Prevalence of undernourishment (3-year average),Turkmenistan,1997,9.7,X
Prevalence of undernourishment (3-year average),Turkmenistan,2007,4.0,X
Total population with access to safe drinking-water (JMP),Turkmenistan,1997,59.3,X
Total population with access to safe drinking-water (JMP),Turkmenistan,2002,59.9,X
Total population with access to safe drinking-water (JMP),Turkmenistan,2007,60.4,I
Total population with access to safe drinking-water (JMP),Turkmenistan,2012,60.4,I
Total population with access to safe drinking-water (JMP),Turkmenistan,2017,60.4,I
Total population with access to safe drinking-water (JMP),Turkmenistan,2018,60.4,I
Population affected by water related disease,Turkmenistan,2007,12.29,I
Population affected by water related disease,Turkmenistan,2012,12.29,I
Population affected by water related disease,Turkmenistan,2017,12.29,I
Population affected by water related disease,Turkmenistan,2018,12.29,I
Total population with access to safe drinking-water (JMP),Tuvalu,1997,92.8,X
Total population with access to safe drinking-water (JMP),Tuvalu,2002,94.8,X
Total population with access to safe drinking-water (JMP),Tuvalu,2007,96.9,X
Total population with access to safe drinking-water (JMP),Tuvalu,2012,97.7,X
Total population with access to safe drinking-water (JMP),Tuvalu,2017,97.7,I
Total population with access to safe drinking-water (JMP),Tuvalu,2018,97.7,I
Number of people undernourished (3-year average),Uganda,1997,6000.0,X
Number of people undernourished (3-year average),Uganda,2002,6800.0,X
Number of people undernourished (3-year average),Uganda,2007,7600.0,X
Number of people undernourished (3-year average),Uganda,2012,11100.0,X
Number of people undernourished (3-year average),Uganda,2017,16500.0,X
Number of people undernourished (3-year average),Uganda,2018,17600.0,X
Prevalence of undernourishment (3-year average),Uganda,1997,27.9,X
Prevalence of undernourishment (3-year average),Uganda,2002,27.4,X
Prevalence of undernourishment (3-year average),Uganda,2007,25.8,X
Prevalence of undernourishment (3-year average),Uganda,2012,31.6,X
Prevalence of undernourishment (3-year average),Uganda,2017,39.7,X
Prevalence of undernourishment (3-year average),Uganda,2018,41.0,X
Total population with access to safe drinking-water (JMP),Uganda,1997,51.6,X
Total population with access to safe drinking-water (JMP),Uganda,2002,59.6,X
Total population with access to safe drinking-water (JMP),Uganda,2007,67.7,X
Total population with access to safe drinking-water (JMP),Uganda,2012,75.8,X
Total population with access to safe drinking-water (JMP),Uganda,2017,79.0,I
Total population with access to safe drinking-water (JMP),Uganda,2018,79.0,I
Number of people undernourished (3-year average),Ukraine,2007,1369.2307692308,I
Number of people undernourished (3-year average),Ukraine,2012,1330.7692307692,I
Number of people undernourished (3-year average),Ukraine,2017,1500.0,X
Number of people undernourished (3-year average),Ukraine,2018,1500.0,X
Prevalence of undernourishment (3-year average),Ukraine,2002,3.0,X
Prevalence of undernourishment (3-year average),Ukraine,2007,2.8,I
Prevalence of undernourishment (3-year average),Ukraine,2012,2.8,I
Prevalence of undernourishment (3-year average),Ukraine,2017,3.3,X
Prevalence of undernourishment (3-year average),Ukraine,2018,3.3,X
Total population with access to safe drinking-water (JMP),Ukraine,1997,97.5,X
Total population with access to safe drinking-water (JMP),Ukraine,2002,97.4,X
Total population with access to safe drinking-water (JMP),Ukraine,2007,97.0,X
Total population with access to safe drinking-water (JMP),Ukraine,2012,96.5,X
Total population with access to safe drinking-water (JMP),Ukraine,2017,96.2,I
Total population with access to safe drinking-water (JMP),Ukraine,2018,96.2,I
Number of people undernourished (3-year average),United Arab Emirates,2002,100.0,X
Number of people undernourished (3-year average),United Arab Emirates,2007,500.0,X
Number of people undernourished (3-year average),United Arab Emirates,2012,500.0,X
Number of people undernourished (3-year average),United Arab Emirates,2017,300.0,X
Number of people undernourished (3-year average),United Arab Emirates,2018,300.0,X
Prevalence of undernourishment (3-year average),United Arab Emirates,2012,5.5,X
Total population with access to safe drinking-water (JMP),United Arab Emirates,1997,99.7,X
Total population with access to safe drinking-water (JMP),United Arab Emirates,2002,99.7,X
Total population with access to safe drinking-water (JMP),United Arab Emirates,2007,99.6,X
Total population with access to safe drinking-water (JMP),United Arab Emirates,2012,99.6,X
Total population with access to safe drinking-water (JMP),United Arab Emirates,2017,99.6,I
Total population with access to safe drinking-water (JMP),United Arab Emirates,2018,99.6,I
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,1997,100.0,X
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,2002,100.0,X
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,2007,100.0,X
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,2012,100.0,X
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,2017,100.0,I
Total population with access to safe drinking-water (JMP),United Kingdom of Great Britain and Northern Ireland,2018,100.0,I
Number of people undernourished (3-year average),United Republic of Tanzania,1997,10600.0,X
Prevalence of undernourishment (3-year average),United Republic of Tanzania,1997,34.5,X
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,1997,54.3,X
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,2002,54.4,X
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,2007,54.9,X
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,2012,55.4,X
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,2017,55.6,I
Total population with access to safe drinking-water (JMP),United Republic of Tanzania,2018,55.6,I
Total population with access to safe drinking-water (JMP),United States of America,1997,98.7,X
Total population with access to safe drinking-water (JMP),United States of America,2002,98.9,X
Total population with access to safe drinking-water (JMP),United States of America,2007,99.0,X
Total population with access to safe drinking-water (JMP),United States of America,2012,99.1,X
Total population with access to safe drinking-water (JMP),United States of America,2017,99.2,I
Total population with access to safe drinking-water (JMP),United States of America,2018,99.2,I
Number of people undernourished (3-year average),Uruguay,1997,200.0,X
Number of people undernourished (3-year average),Uruguay,2002,100.0,X
Number of people undernourished (3-year average),Uruguay,2007,100.0,X
Number of people undernourished (3-year average),Uruguay,2012,100.0,I
Number of people undernourished (3-year average),Uruguay,2017,100.0,I
Number of people undernourished (3-year average),Uruguay,2018,100.0,I
Prevalence of undernourishment (3-year average),Uruguay,1997,5.3,X
Prevalence of undernourishment (3-year average),Uruguay,2007,3.7,X
Prevalence of undernourishment (3-year average),Uruguay,2012,2.7,I
Prevalence of undernourishment (3-year average),Uruguay,2017,2.7,I
Prevalence of undernourishment (3-year average),Uruguay,2018,2.7,I
Total population with access to safe drinking-water (JMP),Uruguay,1997,96.0,X
Total population with access to safe drinking-water (JMP),Uruguay,2002,97.3,X
Total population with access to safe drinking-water (JMP),Uruguay,2007,98.4,X
Total population with access to safe drinking-water (JMP),Uruguay,2012,99.3,X
Total population with access to safe drinking-water (JMP),Uruguay,2017,99.7,I
Total population with access to safe drinking-water (JMP),Uruguay,2018,99.7,I
Number of people undernourished (3-year average),Uzbekistan,2002,4500.0,X
Number of people undernourished (3-year average),Uzbekistan,2007,3400.0,X
Number of people undernourished (3-year average),Uzbekistan,2012,2700.0,X
Number of people undernourished (3-year average),Uzbekistan,2017,900.0,X
Number of people undernourished (3-year average),Uzbekistan,2018,900.0,X
Prevalence of undernourishment (3-year average),Uzbekistan,2012,9.4,X
Prevalence of undernourishment (3-year average),Uzbekistan,2017,2.9,X
Prevalence of undernourishment (3-year average),Uzbekistan,2018,2.8,X
Total population with access to safe drinking-water (JMP),Uzbekistan,1997,89.2,X
Total population with access to safe drinking-water (JMP),Uzbekistan,2002,88.4,X
Total population with access to safe drinking-water (JMP),Uzbekistan,2007,87.5,X
Total population with access to safe drinking-water (JMP),Uzbekistan,2012,87.3,X
Total population with access to safe drinking-water (JMP),Uzbekistan,2017,87.3,I
Total population with access to safe drinking-water (JMP),Uzbekistan,2018,87.3,I
Population affected by water related disease,Uzbekistan,1997,271.8,I
Population affected by water related disease,Uzbekistan,2002,271.8,I
Population affected by water related disease,Uzbekistan,2007,271.8,I
Population affected by water related disease,Uzbekistan,2012,271.8,I
Population affected by water related disease,Uzbekistan,2017,271.8,I
Population affected by water related disease,Uzbekistan,2018,271.8,I
Prevalence of undernourishment (3-year average),Vanuatu,1997,11.3,X
Total population with access to safe drinking-water (JMP),Vanuatu,1997,71.8,X
Total population with access to safe drinking-water (JMP),Vanuatu,2002,78.4,X
Total population with access to safe drinking-water (JMP),Vanuatu,2007,84.7,X
Total population with access to safe drinking-water (JMP),Vanuatu,2012,90.9,X
Total population with access to safe drinking-water (JMP),Vanuatu,2017,94.5,I
Total population with access to safe drinking-water (JMP),Vanuatu,2018,94.5,I
Number of people undernourished (3-year average),Venezuela (Bolivarian Republic of),1997,3600.0,X
Number of people undernourished (3-year average),Venezuela (Bolivarian Republic of),2002,3700.0,X
Number of people undernourished (3-year average),Venezuela (Bolivarian Republic of),2007,1900.0,X
Number of people undernourished (3-year average),Venezuela (Bolivarian Republic of),2012,700.0,X
Prevalence of undernourishment (3-year average),Venezuela (Bolivarian Republic of),1997,16.0,X
Prevalence of undernourishment (3-year average),Venezuela (Bolivarian Republic of),2012,2.5,X
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),1997,90.4,X
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),2002,91.5,X
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),2007,92.2,X
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),2012,92.9,X
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),2017,93.1,I
Total population with access to safe drinking-water (JMP),Venezuela (Bolivarian Republic of),2018,93.1,I
Population affected by water related disease,Venezuela (Bolivarian Republic of),1997,22.06,I
Population affected by water related disease,Venezuela (Bolivarian Republic of),2002,22.06,I
Population affected by water related disease,Venezuela (Bolivarian Republic of),2007,22.06,I
Population affected by water related disease,Venezuela (Bolivarian Republic of),2012,22.06,I
Population affected by water related disease,Venezuela (Bolivarian Republic of),2017,22.06,I
Population affected by water related disease,Venezuela (Bolivarian Republic of),2018,22.06,I
Number of people undernourished (3-year average),Viet Nam,1997,27000.0,X
Prevalence of undernourishment (3-year average),Viet Nam,1997,35.0,X
Total population with access to safe drinking-water (JMP),Viet Nam,1997,73.1,X
Total population with access to safe drinking-water (JMP),Viet Nam,2002,80.3,X
Total population with access to safe drinking-water (JMP),Viet Nam,2007,87.3,X
Total population with access to safe drinking-water (JMP),Viet Nam,2012,93.8,X
Total population with access to safe drinking-water (JMP),Viet Nam,2017,97.6,I
Total population with access to safe drinking-water (JMP),Viet Nam,2018,97.6,I
Population affected by water related disease,Viet Nam,2007,177.6,I
Population affected by water related disease,Viet Nam,2012,177.6,I
Population affected by water related disease,Viet Nam,2017,177.6,I
Population affected by water related disease,Viet Nam,2018,177.6,I
Number of people undernourished (3-year average),Yemen,1997,4700.0,X
Prevalence of undernourishment (3-year average),Yemen,1997,30.3,X
Total population with access to safe drinking-water (JMP),Yemen,1997,61.9,X
Total population with access to safe drinking-water (JMP),Yemen,2002,58.5,X
Total population with access to safe drinking-water (JMP),Yemen,2007,55.0,X
Total population with access to safe drinking-water (JMP),Yemen,2012,54.9,X
Total population with access to safe drinking-water (JMP),Yemen,2017,54.9,I
Total population with access to safe drinking-water (JMP),Yemen,2018,54.9,I
Number of people undernourished (3-year average),Zambia,1997,3100.0,X
Number of people undernourished (3-year average),Zambia,2002,5300.0,X
Number of people undernourished (3-year average),Zambia,2007,6500.0,X
Number of people undernourished (3-year average),Zambia,2012,7000.0,X
Number of people undernourished (3-year average),Zambia,2017,7600.0,X
Number of people undernourished (3-year average),Zambia,2018,8000.0,X
Prevalence of undernourishment (3-year average),Zambia,1997,34.2,X
Prevalence of undernourishment (3-year average),Zambia,2002,49.0,X
Prevalence of undernourishment (3-year average),Zambia,2007,52.6,X
Prevalence of undernourishment (3-year average),Zambia,2012,48.8,X
Prevalence of undernourishment (3-year average),Zambia,2017,45.6,X
Prevalence of undernourishment (3-year average),Zambia,2018,46.7,X
Total population with access to safe drinking-water (JMP),Zambia,1997,51.7,X
Total population with access to safe drinking-water (JMP),Zambia,2002,54.7,X
Total population with access to safe drinking-water (JMP),Zambia,2007,59.0,X
Total population with access to safe drinking-water (JMP),Zambia,2012,63.0,X
Total population with access to safe drinking-water (JMP),Zambia,2017,65.4,I
Total population with access to safe drinking-water (JMP),Zambia,2018,65.4,I
Number of people undernourished (3-year average),Zimbabwe,1997,5400.0,X
Number of people undernourished (3-year average),Zimbabwe,2002,5000.0,X
Number of people undernourished (3-year average),Zimbabwe,2007,5500.0,X
Number of people undernourished (3-year average),Zimbabwe,2012,5900.0,X
Number of people undernourished (3-year average),Zimbabwe,2017,8200.0,X
Number of people undernourished (3-year average),Zimbabwe,2018,8500.0,X
Prevalence of undernourishment (3-year average),Zimbabwe,1997,45.8,X
Prevalence of undernourishment (3-year average),Zimbabwe,2002,40.4,X
Prevalence of undernourishment (3-year average),Zimbabwe,2007,42.1,X
Prevalence of undernourishment (3-year average),Zimbabwe,2012,41.3,X
Prevalence of undernourishment (3-year average),Zimbabwe,2017,50.9,X
Prevalence of undernourishment (3-year average),Zimbabwe,2018,51.3,X
Total population with access to safe drinking-water (JMP),Zimbabwe,1997,79.5,X
Total population with access to safe drinking-water (JMP),Zimbabwe,2002,79.4,X
Total population with access to safe drinking-water (JMP),Zimbabwe,2007,78.4,X
Total population with access to safe drinking-water (JMP),Zimbabwe,2012,77.5,X
Total population with access to safe drinking-water (JMP),Zimbabwe,2017,76.9,I
Total population with access to safe drinking-water (JMP),Zimbabwe,2018,76.9,I
