,Area,Item,Element,Year,Unit,Value
817170,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2002,%,92.0423
817171,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2003,%,92.2591
817172,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2004,%,92.4388
817173,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2005,%,92.6461
817174,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2006,%,92.6329
817175,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2007,%,92.7665
817176,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2008,%,92.6224
817177,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2009,%,92.2218
817178,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CO2 in sector emissions,2010,%,92.5056
817179,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1990,%,7.6461
817180,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1991,%,7.4385
817181,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1992,%,7.3813
817182,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1993,%,7.038
817183,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1994,%,6.8617
817184,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1995,%,6.976
817185,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1996,%,7.0544
817186,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1997,%,6.9756
817187,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1998,%,6.731
817188,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,1999,%,6.6065
817189,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2000,%,6.497
817190,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2001,%,6.684
817191,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2002,%,6.5652
817192,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2003,%,6.3832
817193,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2004,%,6.2521
817194,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2005,%,6.0849
817195,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2006,%,6.1001
817196,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2007,%,5.9971
817197,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2008,%,6.1786
817198,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2009,%,6.546
817199,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of CH4 in sector emissions,2010,%,6.2818
817200,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1990,%,1.0746
817201,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1991,%,1.1179
817202,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1992,%,1.1453
817203,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1993,%,1.1821
817204,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1994,%,1.2002
817205,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1995,%,1.21
817206,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1996,%,1.2162
817207,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1997,%,1.2228
817208,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1998,%,1.2405
817209,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,1999,%,1.2711
817210,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2000,%,1.4355
817211,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2001,%,1.4251
817212,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2002,%,1.3925
817213,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2003,%,1.3577
817214,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2004,%,1.3091
817215,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2005,%,1.269
817216,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2006,%,1.267
817217,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2007,%,1.2364
817218,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2008,%,1.199
817219,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2009,%,1.2321
817220,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of N2O in sector emissions,2010,%,1.2126
817221,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1990,Gigagrams,0.0
817222,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1991,Gigagrams,0.0
817223,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1992,Gigagrams,0.0
817224,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1993,Gigagrams,0.0
817225,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1994,Gigagrams,0.0
817226,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1995,Gigagrams,0.0
817227,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1996,Gigagrams,0.0
817228,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1997,Gigagrams,0.0
817229,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1998,Gigagrams,0.0
817230,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,1999,Gigagrams,0.0
817231,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2000,Gigagrams,0.0
817232,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2001,Gigagrams,0.0
817233,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2002,Gigagrams,0.0
817234,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2003,Gigagrams,0.0
817235,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2004,Gigagrams,0.0
817236,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2005,Gigagrams,0.0
817237,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2006,Gigagrams,0.0
817238,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2007,Gigagrams,0.0
817239,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2008,Gigagrams,0.0
817240,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2009,Gigagrams,0.0
817241,OECD,"Energy (energy, manufacturing and construction industries and fugitive emissions)",Share of F-gases in sector emissions,2010,Gigagrams,0.0
817242,OECD,Transport,Emissions (CO2eq),1990,Gigagrams,2773781.6128
817243,OECD,Transport,Emissions (CO2eq),1991,Gigagrams,2776690.1261
817244,OECD,Transport,Emissions (CO2eq),1992,Gigagrams,2852927.1382
817245,OECD,Transport,Emissions (CO2eq),1993,Gigagrams,2922649.7496
817246,OECD,Transport,Emissions (CO2eq),1994,Gigagrams,3014044.6932
817247,OECD,Transport,Emissions (CO2eq),1995,Gigagrams,3079216.1228
817248,OECD,Transport,Emissions (CO2eq),1996,Gigagrams,3161095.6674
817249,OECD,Transport,Emissions (CO2eq),1997,Gigagrams,3207080.4247
817250,OECD,Transport,Emissions (CO2eq),1998,Gigagrams,3266569.0372
817251,OECD,Transport,Emissions (CO2eq),1999,Gigagrams,3353581.6915
817252,OECD,Transport,Emissions (CO2eq),2000,Gigagrams,3396580.1591
817253,OECD,Transport,Emissions (CO2eq),2001,Gigagrams,3404582.9142
817254,OECD,Transport,Emissions (CO2eq),2002,Gigagrams,3488965.2505
817255,OECD,Transport,Emissions (CO2eq),2003,Gigagrams,3527217.8682
817256,OECD,Transport,Emissions (CO2eq),2004,Gigagrams,3557851.675
817257,OECD,Transport,Emissions (CO2eq),2005,Gigagrams,3581182.907
817258,OECD,Transport,Emissions (CO2eq),2006,Gigagrams,3591579.9798
